Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,702,Research & Development,2,4,Life Sciences,1,898,4,Male,73,4,2,Sales Executive,2,Married,7173,21882,3,Y,No,17,4,2,80,1,20,4,3,1,1,0,0
48,Yes,Travel_Frequently,349,Research & Development,3,3,Life Sciences,1,899,2,Male,92,3,1,Research Scientist,4,Married,6134,19397,2,Y,Yes,18,3,2,80,0,30,3,3,2,2,2,2
30,No,Travel_Rarely,1449,Sales,18,1,Marketing,1,900,4,Female,82,4,1,Research Scientist,3,Single,3558,16393,1,Y,No,12,4,3,80,3,9,2,2,9,4,3,1
40,No,Travel_Frequently,252,Sales,16,5,Medical,1,901,1,Female,62,3,2,Research Scientist,1,Divorced,6810,5098,2,Y,No,11,3,4,80,0,20,2,3,4,4,1,2
33,No,Travel_Rarely,1479,Research & Development,4,2,Life Sciences,1,902,2,Male,99,2,1,Manager,3,Divorced,5129,6217,9,Y,No,15,3,4,80,0,15,1,4,6,1,0,5
37,No,Travel_Frequently,1278,Research & Development,9,3,Life Sciences,1,903,2,Female,62,3,1,Laboratory Technician,4,Married,4889,22523,1,Y,Yes,18,3,1,80,2,19,5,3,2,2,2,1
49,No,Travel_Rarely,693,Research & Development,5,3,Technical Degree,1,904,3,Female,38,2,2,Sales Executive,3,Divorced,8314,22101,1,Y,No,14,3,3,80,3,31,3,2,5,5,1,2
39,No,Travel_Rarely,1136,Research & Development,1,2,Life Sciences,1,905,2,Female,99,3,1,Research Scientist,4,Single,5292,17397,2,Y,No,11,3,3,80,1,20,2,3,1,1,0,1
37,No,Travel_Rarely,1040,Human Resources,1,1,Medical,1,906,1,Female,32,4,1,Laboratory Technician,1,Married,5126,13023,0,Y,Yes,12,3,3,80,0,18,1,3,0,0,0,0
25,No,Travel_Frequently,400,Sales,2,2,Life Sciences,1,907,2,Male,68,3,2,Sales Executive,4,Married,6246,2742,2,Y,No,11,4,3,80,1,6,2,3,4,1,1,2
44,No,Travel_Rarely,576,Research & Development,9,2,Medical,1,908,2,Female,52,3,1,Manufacturing Director,4,Married,6028,10242,1,Y,No,13,3,4,80,2,23,1,2,4,4,2,4
43,No,Travel_Rarely,819,Research & Development,4,4,Life Sciences,1,909,2,Female,65,3,1,Laboratory Technician,3,Married,6126,12570,0,Y,Yes,12,4,2,80,1,22,4,2,1,1,1,1
56,No,Travel_Rarely,993,Human Resources,2,3,Life Sciences,1,910,2,Male,69,2,5,Healthcare Representative,2,Married,15386,14193,2,Y,Yes,15,3,2,80,0,35,3,3,8,1,0,3
34,No,Non-Travel,860,Human Resources,26,3,Life Sciences,1,911,4,Male,47,3,3,Research Director,3,Single,9371,25239,0,Y,Yes,13,4,2,80,0,16,2,3,16,1,0,4
39,No,Travel_Frequently,763,Research & Development,2,3,Life Sciences,1,912,3,Female,69,3,1,Sales Representative,4,Married,4216,4801,1,Y,No,17,3,3,80,2,20,4,3,4,3,1,2
39,No,Travel_Rarely,721,Sales,11,5,Medical,1,913,3,Male,83,3,2,Research Director,1,Single,6413,15016,0,Y,No,12,3,2,80,1,21,1,4,7,0,0,1
51,No,Travel_Rarely,798,Research & Development,21,5,Medical,1,914,4,Female,49,4,3,Research Scientist,3,Married,9820,11257,0,Y,No,16,3,3,80,1,33,2,3,23,3,0,3
36,No,Travel_Rarely,709,Sales,3,4,Life Sciences,1,915,3,Female,57,3,2,Sales Executive,1,Single,6270,26752,4,Y,No,15,4,4,80,0,16,3,3,12,8,2,7
40,No,Travel_Rarely,858,Research & Development,3,5,Life Sciences,1,916,4,Male,49,3,2,Research Scientist,3,Single,7672,23559,6,Y,No,16,3,3,80,1,22,1,3,4,4,0,2
42,No,Non-Travel,1343,Research & Development,9,3,Medical,1,917,2,Male,87,3,2,Sales Representative,3,Married,7677,13022,1,Y,No,17,3,3,80,3,21,2,4,9,0,0,1
39,No,Travel_Rarely,986,Research & Development,7,3,Medical,1,918,3,Female,81,2,2,Human Resources,4,Married,6813,26991,2,Y,No,17,3,4,80,0,20,3,2,1,1,0,1
33,No,Travel_Rarely,1112,Research & Development,8,4,Other,1,919,3,Male,91,3,3,Sales Representative,3,Divorced,9472,14897,1,Y,Yes,17,3,4,80,1,14,2,2,5,4,0,2
39,No,Travel_Rarely,937,Research & Development,8,4,Medical,1,920,3,Male,42,2,2,Sales Executive,3,Married,8443,6256,2,Y,No,17,4,3,80,0,21,2,3,2,1,1,0
47,No,Travel_Rarely,1000,Research & Development,28,3,Medical,1,921,3,Male,35,3,2,Research Director,4,Married,6231,15938,1,Y,Yes,16,3,3,80,0,26,3,4,1,0,0,1
28,No,Travel_Rarely,910,Research & Development,1,3,Medical,1,922,2,Male,38,3,2,Laboratory Technician,2,Divorced,5017,7728,1,Y,No,13,3,4,80,1,7,2,3,4,1,1,2
38,No,Travel_Rarely,140,Research & Development,14,5,Other,1,923,4,Female,41,2,2,Sales Executive,3,Married,7838,17941,3,Y,No,18,3,2,80,2,17,1,3,1,1,0,1
31,No,Travel_Rarely,1498,Research & Development,3,4,Technical Degree,1,924,3,Male,67,4,2,Laboratory Technician,4,Single,7256,25441,0,Y,Yes,13,4,3,80,1,12,1,3,8,0,0,1
48,Yes,Travel_Rarely,149,Research & Development,5,3,Life Sciences,1,925,1,Female,98,3,1,Sales Executive,2,Married,6362,21674,0,Y,Yes,14,4,1,80,0,27,2,3,4,1,1,3
23,Yes,Travel_Rarely,654,Sales,2,4,Life Sciences,1,926,3,Male,55,2,2,Laboratory Technician,1,Divorced,5769,8897,4,Y,No,12,3,4,80,0,2,1,3,2,2,2,2
32,No,Travel_Rarely,249,Research & Development,6,3,Life Sciences,1,927,4,Male,97,3,2,Research Scientist,3,Married,6638,9487,3,Y,No,12,3,1,80,3,14,4,3,1,1,1,1
40,Yes,Travel_Rarely,237,Research & Development,16,2,Medical,1,928,2,Female,33,4,1,Laboratory Technician,2,Single,5829,3820,2,Y,No,14,3,2,80,0,20,4,3,1,1,1,1
51,Yes,Travel_Frequently,1211,Sales,2,3,Marketing,1,929,1,Female,95,1,1,Manufacturing Director,2,Single,6341,9214,2,Y,Yes,14,3,3,80,2,30,2,1,6,4,1,0
36,No,Travel_Rarely,697,Sales,4,3,Medical,1,930,4,Male,43,3,3,Sales Representative,4,Single,9886,4401,2,Y,No,13,3,4,80,0,18,4,3,18,0,0,10
32,No,Travel_Rarely,1221,Sales,5,1,Life Sciences,1,931,4,Male,94,3,1,Manufacturing Director,3,Married,4375,14533,1,Y,No,15,3,2,80,3,14,2,3,1,1,1,1
54,No,Travel_Frequently,483,Research & Development,2,4,Marketing,1,932,1,Male,34,3,1,Laboratory Technician,4,Married,6454,19735,1,Y,No,15,3,4,80,3,33,1,4,2,1,1,1
24,Yes,Travel_Rarely,460,Research & Development,14,3,Technical Degree,1,933,4,Male,96,1,1,Manager,1,Single,4832,20802,2,Y,Yes,13,3,3,80,0,4,3,3,4,2,2,0
18,No,Travel_Rarely,453,Research & Development,15,3,Life Sciences,1,934,2,Female,44,3,1,Sales Representative,4,Divorced,3932,3577,2,Y,No,22,3,3,80,1,0,3,3,0,0,0,0
41,No,Travel_Rarely,963,Sales,17,2,Medical,1,935,4,Male,51,3,1,Sales Executive,4,Married,6019,10561,3,Y,No,16,3,4,80,0,21,1,4,15,1,1,1
32,No,Travel_Rarely,1241,Research & Development,9,2,Medical,1,936,3,Male,64,4,2,Laboratory Technician,4,Married,7007,9271,3,Y,No,15,3,1,80,0,11,2,2,5,5,0,0
28,Yes,Travel_Rarely,734,Sales,7,5,Human Resources,1,937,4,Male,57,1,1,Research Scientist,2,Divorced,4100,4692,1,Y,Yes,13,3,4,80,0,8,0,2,4,2,2,4
43,No,Travel_Rarely,632,Research & Development,4,3,Technical Degree,1,938,4,Female,77,3,1,Sales Executive,3,Single,4983,11121,1,Y,No,15,3,4,80,1,25,2,3,3,0,0,2
39,Yes,Travel_Frequently,1462,Research & Development,11,5,Medical,1,939,1,Female,98,2,2,Manufacturing Director,3,Married,6682,9549,1,Y,Yes,16,3,4,80,0,21,2,3,2,2,1,2
32,No,Travel_Frequently,265,Sales,6,5,Marketing,1,940,1,Male,72,3,2,Sales Representative,4,Married,5693,17896,2,Y,No,15,4,4,80,1,12,3,3,3,3,2,3
25,No,Travel_Rarely,782,Research & Development,29,3,Human Resources,1,941,3,Female,81,1,2,Sales Executive,4,Divorced,4595,24093,2,Y,No,19,3,4,80,0,6,2,4,6,4,3,5
45,Yes,Travel_Rarely,673,Sales,29,3,Medical,1,942,1,Male,36,1,2,Manager,1,Divorced,8473,13422,6,Y,Yes,11,3,2,80,0,25,0,3,9,2,2,6
43,No,Travel_Rarely,239,Research & Development,22,4,Life Sciences,1,943,3,Male,74,3,2,Sales Representative,4,Single,5851,20690,3,Y,No,14,3,2,80,1,22,2,2,8,5,2,8
36,No,Travel_Rarely,477,Research & Development,5,5,Marketing,1,944,4,Female,62,1,2,Sales Representative,4,Divorced,8449,5730,6,Y,No,17,3,2,80,1,17,4,3,11,0,0,2
54,No,Travel_Rarely,142,Research & Development,5,4,Life Sciences,1,945,2,Female,92,3,2,Research Scientist,3,Single,7898,24383,3,Y,Yes,12,3,1,80,1,34,2,2,2,1,1,2
27,No,Travel_Frequently,1327,Sales,18,4,Life Sciences,1,946,3,Female,57,4,2,Sales Representative,1,Divorced,5937,5894,9,Y,No,11,3,4,80,1,7,2,3,7,2,0,4
23,No,Travel_Rarely,951,Sales,13,4,Technical Degree,1,947,3,Male,78,4,1,Research Scientist,4,Divorced,2908,6878,3,Y,No,13,3,1,80,2,4,2,2,4,0,0,0
31,No,Non-Travel,1241,Research & Development,12,3,Marketing,1,948,3,Male,46,2,3,Laboratory Technician,3,Single,8588,4745,8,Y,Yes,18,3,1,80,0,11,3,3,11,4,4,3
37,No,Travel_Frequently,831,Sales,4,3,Life Sciences,1,949,2,Female,48,3,1,Sales Executive,4,Married,4871,9807,0,Y,No,12,4,4,80,0,16,2,3,3,2,1,3
39,No,Travel_Frequently,940,Research & Development,17,4,Life Sciences,1,950,2,Male,56,3,2,Sales Executive,4,Single,7329,15852,0,Y,Yes,14,3,4,80,1,21,1,2,7,1,0,7
35,No,Travel_Rarely,1081,Human Resources,9,4,Life Sciences,1,951,4,Male,51,3,3,Healthcare Representative,1,Married,7890,26700,2,Y,No,16,3,4,80,1,14,2,3,14,0,0,1
40,No,Travel_Rarely,1370,Sales,6,1,Life Sciences,1,952,4,Male,48,4,1,Laboratory Technician,3,Married,5785,21853,9,Y,No,13,3,4,80,1,20,1,3,4,4,4,3
26,No,Travel_Rarely,230,Sales,19,3,Life Sciences,1,953,4,Female,33,3,1,Research Scientist,3,Married,3781,11569,1,Y,No,14,3,3,80,1,8,2,3,0,0,0,0
50,No,Travel_Rarely,564,Research & Development,6,2,Marketing,1,954,4,Male,89,3,1,Sales Executive,4,Divorced,6343,16435,1,Y,No,13,3,4,80,0,31,0,3,5,2,0,1
36,No,Travel_Rarely,1093,Human Resources,11,3,Life Sciences,1,955,3,Male,35,3,2,Manufacturing Director,2,Married,7170,17617,2,Y,No,13,3,3,80,0,15,2,4,3,2,2,0
47,No,Travel_Rarely,1441,Research & Development,7,5,Medical,1,956,3,Female,92,3,3,Sales Executive,2,Married,10801,22584,3,Y,Yes,12,3,4,80,1,28,3,3,8,1,1,2
40,No,Travel_Rarely,1472,Research & Development,9,1,Life Sciences,1,957,3,Male,39,3,3,Manager,4,Divorced,9805,20435,1,Y,No,14,3,1,80,0,22,2,3,21,3,0,5
41,No,Travel_Rarely,993,Research & Development,1,2,Other,1,958,1,Male,35,3,1,Sales Executive,1,Divorced,5552,16272,3,Y,Yes,18,3,4,80,0,21,3,3,5,0,0,1
42,No,Travel_Frequently,372,Sales,7,3,Life Sciences,1,959,3,Male,69,2,1,Sales Executive,3,Single,5714,18760,9,Y,Yes,20,3,3,80,1,24,2,3,4,2,1,2
41,No,Travel_Rarely,269,Human Resources,8,4,Life Sciences,1,960,1,Male,65,2,2,Research Scientist,2,Divorced,7691,20671,6,Y,No,19,3,3,80,1,23,5,2,7,3,1,1
43,No,Travel_Rarely,1424,Human Resources,7,3,Life Sciences,1,961,3,Male,64,2,2,Laboratory Technician,3,Single,8133,5410,1,Y,No,15,3,4,80,1,24,5,2,1,1,1,0
49,No,Travel_Rarely,708,Sales,18,2,Medical,1,962,2,Male,70,2,1,Research Scientist,3,Divorced,5445,7086,1,Y,No,20,3,4,80,0,28,4,4,2,1,1,2
39,No,Non-Travel,374,Sales,4,2,Medical,1,963,3,Female,50,2,2,Research Scientist,3,Single,8003,19243,1,Y,Yes,22,3,4,80,3,21,5,4,18,4,2,0
43,No,Travel_Rarely,1407,Sales,20,3,Medical,1,964,2,Male,76,3,2,Research Director,4,Single,6690,23274,1,Y,No,16,3,2,80,1,23,2,2,8,3,0,3
36,No,Travel_Rarely,248,Sales,6,3,Medical,1,965,3,Female,65,3,1,Manufacturing Director,1,Married,5605,12287,0,Y,No,12,4,2,80,0,18,3,3,0,0,0,0
50,No,Travel_Rarely,1121,Research & Development,12,3,Life Sciences,1,966,3,Male,53,3,1,Sales Executive,3,Married,6713,26498,4,Y,No,19,3,1,80,0,31,2,2,2,2,0,0
31,No,Non-Travel,975,Research & Development,2,5,Medical,1,967,4,Male,88,3,2,Laboratory Technician,3,Married,5863,7475,1,Y,No,11,3,1,80,0,10,3,3,8,1,1,2
53,Yes,Travel_Frequently,225,Sales,3,3,Medical,1,968,1,Male,81,4,1,Sales Representative,3,Single,5206,12472,5,Y,Yes,12,3,2,80,1,33,2,2,10,7,2,3
37,No,Travel_Rarely,575,Research & Development,14,2,Life Sciences,1,969,3,Male,58,3,2,Research Scientist,3,Married,6828,11521,7,Y,No,11,3,4,80,0,18,2,1,13,0,0,0
24,No,Travel_Rarely,311,Human Resources,1,4,Life Sciences,1,970,3,Female,89,3,2,Sales Executive,1,Divorced,3976,25263,0,Y,No,17,3,3,80,0,6,5,3,2,0,0,2
38,No,Travel_Rarely,946,Research & Development,29,3,Life Sciences,1,971,4,Male,94,4,3,Healthcare Representative,4,Married,8857,9201,9,Y,No,11,3,4,80,0,20,2,3,19,0,0,5
31,Yes,Travel_Rarely,769,Research & Development,3,4,Life Sciences,1,972,2,Male,68,2,1,Manufacturing Director,3,Single,3601,13819,3,Y,Yes,18,3,3,80,1,10,3,2,6,6,1,4
45,No,Travel_Rarely,108,Sales,22,3,Medical,1,973,2,Female,45,3,2,Laboratory Technician,2,Married,10171,6757,2,Y,Yes,20,3,3,80,1,26,3,3,8,0,0,0
31,No,Travel_Frequently,1465,Human Resources,8,3,Life Sciences,1,974,2,Female,94,3,2,Sales Executive,3,Single,7407,15076,1,Y,No,20,3,1,80,1,12,2,3,6,6,1,3
33,No,Non-Travel,590,Research & Development,8,4,Life Sciences,1,975,2,Female,43,3,1,Sales Executive,2,Divorced,4818,23448,2,Y,Yes,11,4,4,80,2,12,2,3,1,1,1,1
20,Yes,Travel_Rarely,463,Sales,2,5,Life Sciences,1,976,3,Male,33,1,1,Manufacturing Director,1,Divorced,4866,9666,1,Y,Yes,11,3,4,80,0,0,1,4,0,0,0,0
33,No,Travel_Rarely,413,Sales,5,3,Other,1,977,4,Female,53,3,2,Sales Executive,1,Married,7284,22287,2,Y,Yes,13,4,2,80,1,14,5,3,1,1,1,1
18,Yes,Travel_Rarely,324,Sales,3,3,Technical Degree,1,978,2,Male,81,2,2,Laboratory Technician,1,Married,4669,24790,0,Y,Yes,18,3,2,80,0,0,5,2,0,0,0,0
23,Yes,Travel_Rarely,1498,Sales,8,3,Life Sciences,1,979,1,Male,95,4,2,Laboratory Technician,1,Divorced,5420,3911,2,Y,Yes,19,3,2,80,1,4,3,2,4,3,3,4
44,No,Travel_Frequently,514,Research & Development,8,5,Life Sciences,1,980,2,Male,75,3,2,Research Scientist,3,Married,8264,20933,1,Y,Yes,17,4,4,80,1,23,4,3,7,3,1,5
44,No,Travel_Rarely,669,Research & Development,12,5,Life Sciences,1,981,1,Male,97,3,3,Research Director,3,Divorced,8712,8453,0,Y,No,17,4,4,80,0,26,1,2,13,2,0,4
41,No,Travel_Rarely,1319,Research & Development,20,2,Medical,1,982,4,Male,36,2,2,Manager,3,Married,7756,6461,2,Y,Yes,22,3,3,80,0,23,2,3,5,0,0,3
28,No,Travel_Rarely,999,Research & Development,7,2,Life Sciences,1,983,4,Male,34,3,1,Healthcare Representative,1,Divorced,5060,17065,2,Y,No,14,3,2,80,2,9,2,1,3,3,3,3
37,No,Travel_Rarely,617,Research & Development,3,3,Medical,1,984,2,Female,72,3,4,Sales Executive,4,Married,10431,19667,1,Y,No,13,3,2,80,0,18,3,3,18,6,0,5
37,No,Travel_Frequently,1357,Research & Development,5,2,Medical,1,985,2,Male,98,3,2,Sales Executive,4,Married,7242,11926,0,Y,No,11,3,1,80,0,19,1,2,0,0,0,0
27,No,Travel_Rarely,1149,Research & Development,18,3,Human Resources,1,986,4,Male,65,3,3,Laboratory Technician,4,Divorced,8625,3070,6,Y,No,16,3,1,80,3,7,3,3,7,5,2,1
51,Yes,Travel_Frequently,420,Sales,2,2,Life Sciences,1,987,1,Male,34,3,2,Sales Executive,2,Married,8627,24725,2,Y,No,14,3,2,80,1,30,3,3,2,1,0,1
45,No,Travel_Rarely,1001,Research & Development,10,4,Technical Degree,1,988,3,Female,45,3,1,Human Resources,3,Married,6159,20293,0,Y,No,17,3,1,80,1,25,1,3,13,7,1,7
35,No,Travel_Frequently,1391,Research & Development,1,5,Technical Degree,1,989,4,Male,47,4,1,Sales Executive,1,Single,4990,8860,2,Y,Yes,14,3,3,80,2,15,1,3,1,1,1,0
37,No,Travel_Rarely,796,Sales,4,5,Life Sciences,1,990,3,Male,54,2,1,Laboratory Technician,4,Married,5630,14468,2,Y,No,17,3,2,80,0,17,0,4,6,0,0,4
39,No,Travel_Frequently,1127,Research & Development,9,3,Life Sciences,1,991,1,Female,33,3,2,Research Scientist,1,Married,5663,2786,0,Y,Yes,14,3,3,80,0,21,3,3,15,6,1,9
19,Yes,Travel_Rarely,1459,Research & Development,6,3,Life Sciences,1,992,2,Female,93,3,1,Manufacturing Director,2,Single,4980,10544,2,Y,Yes,15,3,3,80,1,0,2,3,0,0,0,0
35,No,Travel_Rarely,1067,Human Resources,7,4,Life Sciences,1,993,4,Male,66,3,3,Sales Executive,3,Single,8494,15108,4,Y,No,15,3,3,80,1,15,2,3,10,3,1,10
31,No,Travel_Rarely,245,Research & Development,11,2,Life Sciences,1,994,1,Female,77,3,2,Laboratory Technician,3,Married,6052,14975,3,Y,No,11,3,3,80,0,13,3,3,11,1,1,3
28,No,Travel_Rarely,444,Research & Development,3,4,Medical,1,995,3,Female,35,4,3,Research Scientist,3,Married,8440,7279,1,Y,No,15,3,2,80,0,7,1,1,7,1,0,0
34,No,Travel_Rarely,933,Research & Development,4,3,Medical,1,996,4,Female,34,3,2,Sales Representative,1,Married,7257,21439,5,Y,No,17,3,4,80,0,15,2,2,15,2,0,5
53,No,Travel_Rarely,487,Research & Development,11,2,Other,1,997,4,Male,71,3,1,Sales Executive,3,Single,5579,9537,1,Y,No,12,3,4,80,2,32,3,3,4,4,2,1
43,No,Non-Travel,1440,Research & Development,8,3,Life Sciences,1,998,3,Female,92,3,1,Sales Representative,4,Married,5694,16549,7,Y,No,21,3,2,80,0,23,3,3,1,0,0,1
32,No,Travel_Rarely,668,Research & Development,1,2,Other,1,999,2,Male,67,3,2,Manager,4,Single,6670,8856,0,Y,No,15,3,1,80,3,13,3,2,0,0,0,0
42,No,Travel_Frequently,741,Research & Development,11,4,Life Sciences,1,1000,3,Male,91,3,2,Research Scientist,3,Married,7338,12683,2,Y,No,13,4,4,80,3,22,1,3,2,1,1,1
50,No,Non-Travel,1082,Research & Development,10,3,Marketing,1,1001,2,Male,87,2,1,Manager,3,Single,7579,7262,2,Y,Yes,13,3,4,80,1,31,1,2,1,1,1,1
45,No,Travel_Rarely,834,Research & Development,2,3,Life Sciences,1,1002,2,Male,35,1,1,Sales Executive,1,Single,5784,17859,1,Y,No,19,3,1,80,1,25,3,4,6,6,1,1
38,No,Travel_Rarely,636,Research & Development,13,2,Life Sciences,1,1003,4,Male,44,4,1,Research Director,2,Single,5056,12693,4,Y,No,13,3,1,80,0,17,0,2,1,1,1,1
31,No,Travel_Rarely,209,Sales,8,4,Technical Degree,1,1004,1,Female,76,3,1,Laboratory Technician,2,Married,4056,2495,2,Y,No,16,3,4,80,0,10,4,2,0,0,0,0
43,No,Travel_Rarely,935,Sales,3,3,Life Sciences,1,1005,1,Male,61,3,1,Research Scientist,3,Single,4980,2795,0,Y,Yes,18,3,2,80,1,23,2,3,0,0,0,0
41,No,Travel_Rarely,1314,Sales,8,3,Medical,1,1006,2,Male,50,3,4,Research Scientist,4,Married,11274,13828,2,Y,No,17,4,4,80,0,22,2,3,12,2,1,1
45,No,Non-Travel,1060,Research & Development,9,3,Medical,1,1007,3,Male,59,3,3,Sales Executive,3,Married,8944,6657,2,Y,No,13,3,2,80,0,24,2,3,6,3,2,3
43,No,Travel_Rarely,635,Sales,24,3,Medical,1,1008,3,Male,61,3,1,Human Resources,1,Married,5570,16664,1,Y,Yes,18,3,4,80,1,24,4,3,3,3,2,3
46,No,Travel_Rarely,280,Sales,13,2,Medical,1,1009,4,Female,94,2,2,Sales Executive,3,Married,7919,12260,9,Y,No,15,3,1,80,0,27,3,3,16,0,0,7
32,Yes,Travel_Rarely,1242,Research & Development,4,4,Marketing,1,1010,3,Male,37,4,1,Manufacturing Director,1,Divorced,4731,18392,6,Y,Yes,11,3,2,80,1,11,2,3,1,1,1,0
49,No,Travel_Frequently,1418,Research & Development,2,2,Life Sciences,1,1011,3,Male,50,1,3,Laboratory Technician,4,Single,9988,25813,1,Y,Yes,19,4,4,80,0,31,3,2,27,1,1,6
39,No,Travel_Rarely,644,Research & Development,18,2,Medical,1,1012,3,Male,68,3,2,Research Director,1,Married,7385,15262,2,Y,Yes,13,3,2,80,0,21,2,3,7,7,1,2
56,No,Travel_Rarely,1120,Sales,18,4,Human Resources,1,1013,2,Male,79,3,1,Research Scientist,3,Single,7260,21704,1,Y,No,14,3,1,80,0,37,2,4,1,1,1,1
31,No,Travel_Rarely,676,Human Resources,3,2,Life Sciences,1,1014,3,Male,74,3,2,Laboratory Technician,4,Single,8513,20848,4,Y,No,16,3,4,80,3,10,2,2,8,4,3,0
53,No,Travel_Rarely,804,Research & Development,2,3,Life Sciences,1,1015,3,Female,96,2,3,Laboratory Technician,2,Married,11183,25051,7,Y,No,13,3,1,80,2,35,2,3,10,1,1,2
39,Yes,Non-Travel,1271,Research & Development,12,3,Marketing,1,1016,1,Female,86,3,3,Healthcare Representative,1,Married,8630,7424,1,Y,Yes,17,3,1,80,0,19,2,2,4,1,1,1
31,No,Travel_Frequently,219,Research & Development,13,3,Medical,1,1017,2,Male,69,3,3,Sales Executive,3,Divorced,9332,22699,4,Y,Yes,12,3,2,80,0,12,1,1,12,1,1,1
33,No,Travel_Rarely,843,Research & Development,3,4,Life Sciences,1,1018,3,Female,45,3,1,Sales Executive,1,Married,4157,24646,2,Y,No,13,3,3,80,3,15,0,2,1,1,1,1
34,No,Travel_Rarely,402,Sales,11,4,Life Sciences,1,1019,3,Female,62,3,1,Sales Executive,3,Divorced,4387,11876,1,Y,No,19,3,4,80,0,13,1,1,2,2,2,2
41,Yes,Travel_Rarely,577,Sales,4,4,Medical,1,1020,3,Female,79,1,1,Healthcare Representative,4,Single,5966,9910,7,Y,No,15,3,4,80,0,20,2,2,1,1,1,1
42,No,Travel_Rarely,1002,Sales,4,4,Life Sciences,1,1021,3,Male,89,3,3,Sales Executive,2,Single,9781,25804,2,Y,Yes,12,4,3,80,0,23,4,3,2,1,1,2
32,No,Travel_Rarely,140,Research & Development,5,3,Medical,1,1022,3,Male,97,3,2,Laboratory Technician,3,Single,6961,17725,2,Y,No,15,3,3,80,1,11,3,1,2,2,0,2
37,No,Travel_Rarely,932,Research & Development,8,3,Marketing,1,1023,4,Male,72,4,3,Sales Executive,4,Single,8288,11575,3,Y,No,16,3,2,80,0,17,5,3,17,4,2,2
56,No,Travel_Rarely,498,Research & Development,16,3,Life Sciences,1,1024,3,Female,67,3,2,Sales Representative,3,Married,8013,21814,1,Y,Yes,11,3,4,80,0,36,2,3,1,0,0,1
53,No,Non-Travel,1037,Sales,7,3,Medical,1,1025,3,Female,31,3,1,Research Director,4,Married,6705,9677,1,Y,No,20,3,4,80,1,35,2,3,4,2,1,2
41,No,Travel_Rarely,300,Research & Development,4,5,Other,1,1026,1,Male,35,3,3,Laboratory Technician,1,Single,8798,6487,7,Y,No,20,3,4,80,0,20,3,4,5,2,0,1
37,No,Non-Travel,1130,Research & Development,20,4,Marketing,1,1027,2,Male,41,4,2,Research Scientist,4,Divorced,7671,15642,3,Y,No,15,3,4,80,1,17,3,3,16,1,0,1
38,No,Travel_Rarely,1004,Research & Development,2,2,Technical Degree,1,1028,4,Female,34,4,4,Research Scientist,3,Divorced,10498,16196,4,Y,Yes,14,3,2,80,1,19,2,3,19,1,0,3
43,No,Travel_Rarely,1459,Research & Development,15,1,Medical,1,1029,2,Female,58,3,3,Sales Executive,4,Single,8915,22659,1,Y,No,15,3,3,80,1,22,3,2,10,3,2,2
28,Yes,Travel_Frequently,1375,Sales,15,1,Marketing,1,1030,2,Female,54,4,1,Research Scientist,1,Single,3299,13476,2,Y,Yes,18,3,3,80,0,10,3,3,10,1,1,0
35,No,Travel_Rarely,498,Research & Development,4,3,Life Sciences,1,1031,3,Female,75,3,2,Manufacturing Director,2,Single,7580,22381,9,Y,No,16,3,2,80,1,16,3,4,11,4,0,5
22,Yes,Travel_Rarely,140,Research & Development,3,2,Life Sciences,1,1032,1,Male,67,4,2,Laboratory Technician,1,Single,6098,9847,1,Y,Yes,16,3,1,80,0,3,3,2,3,3,1,3
41,No,Travel_Rarely,1018,Sales,20,3,Life Sciences,1,1033,3,Male,72,3,1,Research Director,4,Single,3731,16424,0,Y,Yes,19,3,4,80,0,22,5,3,9,2,0,3
43,No,Travel_Rarely,944,Sales,8,4,Life Sciences,1,1034,2,Female,63,4,1,Research Scientist,3,Married,5996,7286,2,Y,No,18,4,3,80,1,23,5,3,1,1,1,0
33,No,Non-Travel,140,Research & Development,1,4,Technical Degree,1,1035,3,Male,49,4,1,Healthcare Representative,4,Single,4599,11694,1,Y,No,12,3,3,80,1,14,2,3,4,0,0,1
51,No,Travel_Frequently,273,Research & Development,21,2,Life Sciences,1,1036,4,Male,97,2,2,Laboratory Technician,2,Married,8701,23451,0,Y,No,18,3,3,80,0,31,0,3,7,6,1,7
26,Yes,Travel_Rarely,919,Research & Development,5,3,Medical,1,1037,3,Female,36,4,2,Laboratory Technician,1,Divorced,6076,7473,5,Y,Yes,18,3,4,80,0,7,0,2,3,1,1,3
24,Yes,Travel_Rarely,1376,Sales,5,3,Marketing,1,1038,3,Male,96,3,1,Research Scientist,2,Married,3477,22273,9,Y,No,16,3,1,80,0,4,1,2,2,2,2,1
39,No,Travel_Rarely,1368,Research & Development,10,4,Medical,1,1039,3,Female,52,3,3,Laboratory Technician,3,Divorced,10223,9139,2,Y,Yes,17,3,3,80,1,18,1,2,6,6,2,1
